Drug	ABX	Strain	Replicate	normAUC	Exp
S-(+)-ibuprofen	Erythromycin	NT5002	R1	0.025680140650491807	LM18-13
Ethynodiol diacetate	Erythromycin	NT5002	R1	0.02357208884539782	LM18-13
Nabumetone	Erythromycin	NT5002	R1	0.0258717741968534	LM18-13
Nisoxetine hydrochloride	Erythromycin	NT5002	R1	0.015235559358602402	LM18-13
Nitrendipine	Erythromycin	NT5002	R1	0.20248696902189595	LM18-13
(+)-Isoproterenol (+)-bitartrate salt	Erythromycin	NT5002	R1	0.012265047729040211	LM18-13
Monobenzone	Erythromycin	NT5002	R1	0.021080740571851036	LM18-13
Flufenamic acid	Erythromycin	NT5001	R1	0.12220975094853762	LM18-12
2-Aminobenzenesulfonamide	Erythromycin	NT5002	R1	0.015618881626549343	LM18-13
Estrone	Erythromycin	NT5002	R1	0.019146070538253877	LM18-13
Lorglumide sodium salt	Erythromycin	NT5002	R1	0.21799018580125443	LM18-13
Flurbiprofen	Erythromycin	NT5002	R1	0.01954764164355949	LM18-13
Nimodipine	Erythromycin	NT5002	R1	0.021835592195595624	LM18-13
Bacitracin	Erythromycin	NT5002	R1	0.013894043559066498	LM18-13
L(-)-vesamicol hydrochloride	Erythromycin	NT5002	R1	0.015235586850424048	LM18-13
Idazoxan hydrochloride	Erythromycin	NT5002	R1	0.09717040493892827	LM18-13
Flumequine	Erythromycin	NT5001	R1	0.033461541144390074	LM18-12
Nizatidine	Erythromycin	NT5002	R1	0.019355874980552638	LM18-13
Thioperamide maleate	Erythromycin	NT5002	R1	0.020793262265490674	LM18-13
Xamoterol hemifumarate	Erythromycin	NT5002	R1	0.01887681712167253	LM18-13
Rolipram	Erythromycin	NT5002	R1	0.019356008799628427	LM18-13
Thonzonium bromide	Erythromycin	NT5002	R1	0.026925787934029857	LM18-13
Quinapril HCl	Erythromycin	NT5002	R1	0.024817788494342213	LM18-13
Nilutamide	Erythromycin	NT5002	R1	0.02568446201725178	LM18-13
Ketorolac tromethamine	Erythromycin	NT5002	R1	0.023476217775055208	LM18-13
Protriptyline hydrochloride	Erythromycin	NT5002	R1	0.018493575764455535	LM18-13
Tolfenamic acid	Erythromycin	NT5001	R1	0.3796404181298151	LM18-12
Bephenium hydroxynaphthoate	Erythromycin	NT5002	R1	0.34679319249994	LM18-13
Propofol	Erythromycin	NT5002	R1	0.017152114054647477	LM18-13
S(-)Eticlopride hydrochloride	Erythromycin	NT5002	R1	0.017056161849904588	LM18-13
Primidone	Erythromycin	NT5002	R1	0.015618801130783122	LM18-13
Flucytosine	Erythromycin	NT5002	R1	0.01973922362283124	LM18-13
(-)-MK 801 hydrogen maleate	Erythromycin	NT5002	R1	0.019547642282193592	LM18-13
Dehydroisoandosterone 3-acetate	Erythromycin	NT5002	R1	0.022422205921786946	LM18-13
Benserazide hydrochloride	Erythromycin	NT5002	R1	0.015427299838858231	LM18-13
Iodipamide	Erythromycin	NT5002	R1	0.020122491226499846	LM18-13
Allopurinol	Erythromycin	NT5002	R1	0.02721318322198595	LM18-13
Altretamine	Erythromycin	NT5002	R1	0.43071682937746	LM18-13
Pentetic acid	Erythromycin	NT5002	R1	0.031620383697467246	LM18-13
Bretylium tosylate	Erythromycin	NT5002	R1	0.01437323344900029	LM18-13
Pralidoxime chloride	Erythromycin	NT5002	R1	0.017439482553308187	LM18-13
Phenoxybenzamine hydrochloride	Erythromycin	NT5002	R1	0.0256801951870816	LM18-13
Salmeterol	Erythromycin	NT5002	R1	0.012648396179738178	LM18-13
Tibolone	Erythromycin	NT5001	R1	0.03329258091524556	LM18-12
Prazosin hydrochloride	Erythromycin	NT5002	R1	0.017631035316532512	LM18-13
Timolol maleate salt	Erythromycin	NT5002	R1	0.021559772471554665	LM18-13
(+,-)-Octopamine hydrochloride	Erythromycin	NT5002	R1	0.026925733652817044	LM18-13
Stavudine	Erythromycin	NT5002	R1	0.03478301628633703	LM18-13
Megestrol acetate	Erythromycin	NT5002	R1	0.043023886431389026	LM18-13
Crotamiton	Erythromycin	NT5002	R1	0.018110174277914753	LM18-13
Toremifene	Erythromycin	NT5002	R1	0.011689985523489651	LM18-13
(R)-(+)-Atenolol	Erythromycin	NT5002	R1	0.014277309374617252	LM18-13
Tyloxapol	Erythromycin	NT5002	R1	0.024434385890120036	LM18-13
Trimethoprim	Erythromycin	NT5001	R1	0.011498980502252886	LM18-12
Florfenicol	Erythromycin	NT5002	R1	0.022134325679151894	LM18-13
Deoxycorticosterone	Erythromycin	NT5002	R1	0.029033840090291148	LM18-13
Urosiol	Erythromycin	NT5002	R1	0.02730916751507418	LM18-13
Proparacaine hydrochloride	Erythromycin	NT5002	R1	0.030087772469492718	LM18-13
Aminocaproic acid	Erythromycin	NT5002	R1	0.018493549262243742	LM18-13
Sotalol hydrochloride	Erythromycin	NT5002	R1	0.019451611848658193	LM18-13
Denatonium benzoate	Erythromycin	NT5002	R1	0.018397705300848805	LM18-13
Canrenone	Erythromycin	NT5002	R1	0.019835013271402618	LM18-13
Phensuximide	Erythromycin	NT5001	R1	0.03207942528600717	LM18-12
Metoclopramide monohydrochloride	Erythromycin	NT5001	R1	0.07052710205459488	LM18-12
Enilconazole	Erythromycin	NT5002	R1	0.026734074722021002	LM18-13
Methacycline hydrochloride	Erythromycin	NT5002	R1	0.008432155525405974	LM18-13
Floxuridine	Erythromycin	NT5002	R1	0.021272347680084503	LM18-13
Gestrinone	Erythromycin	NT5002	R1	0.02117650410156342	LM18-13
Decamethonium bromide	Erythromycin	NT5002	R1	0.022805419084560387	LM18-13
Darifenacin hydrobromide	Erythromycin	NT5002	R1	0.01676865768015799	LM18-13
Indatraline hydrochloride	Erythromycin	NT5002	R1	0.022901208318072318	LM18-13
Tracazolate hydrochloride	Erythromycin	NT5002	R1	0.021847249181377787	LM18-13
Fenbendazole	Erythromycin	NT5001	R1	0.034834331779532386	LM18-12
Remoxipride Hydrochloride	Erythromycin	NT5002	R1	0.018206098607674793	LM18-13
THIP Hydrochloride	Erythromycin	NT5002	R1	0.022613811816644507	LM18-13
Pirlindole mesylate	Erythromycin	NT5002	R1	0.02328453023485193	LM18-13
Pronethalol hydrochloride	Erythromycin	NT5002	R1	0.020218333942908045	LM18-13
Naftopidil dihydrochloride	Erythromycin	NT5002	R1	0.02232633450018124	LM18-13
Zardaverine	Erythromycin	NT5002	R1	0.020984896833647546	LM18-13
Memantine Hydrochloride	Erythromycin	NT5002	R1	0.015235533399425984	LM18-13
Ozagrel hydrochloride	Erythromycin	NT5002	R1	0.01715203180266149	LM18-13
Piribedil hydrochloride	Erythromycin	NT5002	R1	0.01513976923107944	LM18-13
D-cycloserine	Erythromycin	NT5001	R1	0.026596394708107207	LM18-12
Proscillaridin A	Erythromycin	NT5002	R1	0.02002659448435175	LM18-13
Nitrocaramiphen hydrochloride	Erythromycin	NT5002	R1	0.017056188766984254	LM18-13
Nandrolone	Erythromycin	NT5002	R1	0.017749130273643682	LM18-13
Dimaprit dihydrochloride	Erythromycin	NT5002	R1	0.0161938358445121	LM18-13
Oxfendazole	Erythromycin	NT5002	R1	0.01734377279386294	LM18-13
Guaiacol	Erythromycin	NT5002	R1	0.02021838863918025	LM18-13
Pramipexole	Erythromycin	NT5002	R1	0.019451745188782385	LM18-13
Norgestimate	Erythromycin	NT5002	R1	0.004695268658435135	LM18-13
Cyclopentolate hydrochloride	Erythromycin	NT5001	R1	0.03524429629661355	LM18-12
Chlormadinone acetate	Erythromycin	NT5002	R1	0.02510518611325997	LM18-13
Phenylbutazone	Erythromycin	NT5002	R1	0.019451719389288337	LM18-13
Prothionamide	Erythromycin	NT5002	R1	0.020314045234998388	LM18-13
Gliquidone	Erythromycin	NT5002	R1	0.03104602519959476	LM18-13
Pizotifen malate	Erythromycin	NT5002	R1	0.006036652969665358	LM18-13
Ribavirin	Erythromycin	NT5002	R1	0.026063436224933675	LM18-13
Cyclopenthiazide	Erythromycin	NT5002	R1	0.017439562985278056	LM18-13
Fluvoxamine maleate	Erythromycin	NT5002	R1	0.020850771530203534	LM18-13
Piroxicam	Erythromycin	NT5001	R1	0.03312095332672018	LM18-12
Fluticasone propionate	Erythromycin	NT5002	R1	0.0237636692920244	LM18-13
Zuclopenthixol dihydrochloride	Erythromycin	NT5002	R1	0.011594462044316892	LM18-13
Proguanil hydrochloride	Erythromycin	NT5002	R1	0.01782275089140115	LM18-13
Lymecycline	Erythromycin	NT5002	R1	0.013510774901704338	LM18-13
Epitiostanol	Erythromycin	NT5002	R1	0.02223051745557866	LM18-13
Alfadolone acetate	Erythromycin	NT5002	R1	0.021943173319557183	LM18-13
Alfaxalone	Erythromycin	NT5002	R1	0.02462604759893117	LM18-13
Azapropazone	Erythromycin	NT5002	R1	0.016098046100150403	LM18-13
Meptazinol hydrochloride	Erythromycin	NT5002	R1	0.02012251849484265	LM18-13
Pyrantel tartrate	Erythromycin	NT5001	R1	0.02415075614675935	LM18-12
Apramycin	Erythromycin	NT5002	R1	0.02338047985325621	LM18-13
Fursultiamine Hydrochloride	Erythromycin	NT5002	R1	0.02146395482031189	LM18-13
Gabexate mesilate	Erythromycin	NT5002	R1	0.017631224023461112	LM18-13
Pivampicillin	Erythromycin	NT5002	R1	0.025296899676531877	LM18-13
Talampicillin hydrochloride	Erythromycin	NT5002	R1	0.008048994919523772	LM18-13
Moxonidine	Erythromycin	NT5002	R1	0.022805658687950897	LM18-13
Flucloxacillin sodium	Erythromycin	NT5002	R1	0.009294696388579998	LM18-13
Trapidil	Erythromycin	NT5002	R1	0.018206098192615337	LM18-13
Fenspiride hydrochloride	Erythromycin	NT5001	R1	0.03843577135481337	LM18-12
Deptropine citrate	Erythromycin	NT5002	R1	0.01897263381501207	LM18-13
Sertraline	Erythromycin	NT5002	R1	0.03008790654413708	LM18-13
Ethamsylate	Erythromycin	NT5002	R1	0.028267331257285578	LM18-13
Etilefrine hydrochloride	Erythromycin	NT5002	R1	0.019547615780173375	LM18-13
Alprostadil	Erythromycin	NT5002	R1	0.004216158019089203	LM18-13
Tribenoside	Erythromycin	NT5002	R1	0.027213161158410132	LM18-13
Rimexolone	Erythromycin	NT5002	R1	0.26953555334839074	LM18-13
Arbutin	Erythromycin	NT5002	R1	0.022038936945059866	LM18-13
Gemfibrozil	Erythromycin	NT5001	R1	0.032946511042146666	LM18-12
Isradipine	Erythromycin	NT5002	R1	0.02999214247158091	LM18-13
Tiletamine hydrochloride	Erythromycin	NT5002	R1	0.021655615475333786	LM18-13
Isometheptene mucate	Erythromycin	NT5002	R1	0.02280552547570678	LM18-13
Nifurtimox	Erythromycin	NT5002	R1	0.008144812219503398	LM18-13
Letrozole	Erythromycin	NT5002	R1	0.02702163112938961	LM18-13
Tocainide hydrochloride	Erythromycin	NT5002	R1	0.021463954948000397	LM18-13
Benzathine benzylpenicillin	Erythromycin	NT5002	R1	0.01255287072067531	LM18-13
Risperidone	Erythromycin	NT5002	R1	0.024338622551988206	LM18-13
Torsemide	Erythromycin	NT5002	R1	0.024051225412022093	LM18-13
Mefexamide hydrochloride	Erythromycin	NT5001	R1	0.03346144641447972	LM18-12
Alcuronium chloride	Erythromycin	NT5002	R1	0.017822750476245892	LM18-13
Halofantrine hydrochloride	Erythromycin	NT5002	R1	0.026254988860373706	LM18-13
Articaine hydrochloride	Erythromycin	NT5002	R1	0.021463981034865336	LM18-13
Nomegestrol acetate	Erythromycin	NT5002	R1	0.025584218044957568	LM18-13
Pancuronium bromide	Erythromycin	NT5002	R1	0.023188765811032654	LM18-13
Molindone hydrochloride	Erythromycin	NT5002	R1	0.023955354948319595	LM18-13
Zalcitabine	Erythromycin	NT5002	R1	0.018972688223913323	LM18-13
Methyldopate hydrochloride	Erythromycin	NT5002	R1	0.02299710518790898	LM18-13
Levocabastine hydrochloride	Erythromycin	NT5002	R1	0.0276922960327068	LM18-13
Pyrvinium pamoate	Erythromycin	NT5002	R1	0.015348562680728376	LM18-13
Isoflupredone acetate	Erythromycin	NT5002	R1	0.13004025877525927	LM18-13
Acyclovir	Erythromycin	NT5002	R1	0.020888894275094976	LM18-13
Mafenide hydrochloride	Erythromycin	NT5002	R1	0.012935740315759654	LM18-13
Pinacidil	Erythromycin	NT5002	R1	0.020026567886541218	LM18-13
Methyldopa (L,-)	Erythromycin	NT5002	R1	0.013414851625637821	LM18-13
Morpholinoethylamino-3-benzocyclohepta-(5,6-c)-pyridazine dihydrochloride	Erythromycin	NT5002	R1	0.011019374486229907	LM18-13
Sulfaphenazole	Erythromycin	NT5001	R1	0.030715149959967096	LM18-12
Mebendazole	Erythromycin	NT5001	R1	0.03689377991670426	LM18-12
Colistin sulfate	Erythromycin	NT5002	R1	0.019834880921079746	LM18-13
Eserine hemisulfate salt	Erythromycin	NT5002	R1	0.02299694655914055	LM18-13
Oxiconazole Nitrate	Erythromycin	NT5002	R1	0.024434255168328357	LM18-13
Mephentermine hemisulfate	Erythromycin	NT5002	R1	0.013510668797833112	LM18-13
Sulfathiazole	Erythromycin	NT5002	R1	0.023955221927464528	LM18-13
Guanabenz acetate	Erythromycin	NT5002	R1	0.020984684115246992	LM18-13
Iproniazide phosphate	Erythromycin	NT5002	R1	0.022901180858148913	LM18-13
Isotretinoin	Erythromycin	NT5002	R1	0.018972527966709462	LM18-13
Chlormezanone	Erythromycin	NT5002	R1	0.016864475203712297	LM18-13
Fenbufen	Erythromycin	NT5001	R1	0.009096273447562876	LM18-12
Bacampicillin hydrochloride	Erythromycin	NT5002	R1	0.0133190074404767	LM18-13
Tiaprofenic acid	Erythromycin	NT5002	R1	0.020122357151951275	LM18-13
Acetopromazine maleate salt	Erythromycin	NT5002	R1	0.01935579541069558	LM18-13
Lanatoside C	Erythromycin	NT5002	R1	0.02424261986574717	LM18-13
Cefazolin sodium salt	Erythromycin	NT5002	R1	0.01446883780710056	LM18-13
Cimetidine	Erythromycin	NT5002	R1	0.01351069549152981	LM18-13
Nicorandil	Erythromycin	NT5002	R1	0.028937784016944166	LM18-13
Cloxacillin sodium salt	Erythromycin	NT5002	R1	0.010923770926350409	LM18-13
Ketoprofen	Erythromycin	NT5001	R1	0.0358641510841929	LM18-12
Disopyramide	Erythromycin	NT5002	R1	0.021463795265538488	LM18-13
Maprotiline hydrochloride	Erythromycin	NT5002	R1	0.017535114179751215	LM18-13
Buflomedil hydrochloride	Erythromycin	NT5002	R1	0.00421680540734205	LM18-13
Sisomicin sulfate	Erythromycin	NT5002	R1	0.005366959484707794	LM18-13
Alfacalcidol	Erythromycin	NT5002	R1	0.01926000496390348	LM18-13
Nisoldipine	Erythromycin	NT5002	R1	0.04954085782882724	LM18-13
Glycopyrrolate	Erythromycin	NT5002	R1	0.021346005387953473	LM18-13
Troleandomycin	Erythromycin	NT5002	R1	0.020409514592640864	LM18-13
Indapamide	Erythromycin	NT5001	R1	0.02591273880538848	LM18-12
Naltrexone hydrochloride dihydrate	Erythromycin	NT5002	R1	0.01763101104968363	LM18-13
Pentoxifylline	Erythromycin	NT5002	R1	0.021942932119533676	LM18-13
Bumetanide	Erythromycin	NT5002	R1	0.01734353264753295	LM18-13
Adenosine 5'-monophosphate monohydrate	Erythromycin	NT5002	R1	0.022805365410083527	LM18-13
Digitoxigenin	Erythromycin	NT5002	R1	0.020697312838667	LM18-13
Lovastatin	Erythromycin	NT5002	R1	0.013606565859441946	LM18-13
Fomepizole	Erythromycin	NT5002	R1	0.02040980873281259	LM18-13
Beta-Escin	Erythromycin	NT5002	R1	0.017726854660102813	LM18-13
Diethylstilbestrol	Erythromycin	NT5002	R1	0.4042591374941338	LM18-13
Estriol	Erythromycin	NT5001	R1	0.009093080844201672	LM18-12
Naphazoline hydrochloride	Erythromycin	NT5002	R1	0.022805285552855607	LM18-13
Mefloquine hydrochloride	Erythromycin	NT5002	R1	0.02146374108011604	LM18-13
Meclofenamic acid sodium salt monohydrate	Erythromycin	NT5002	R1	0.017343560043564216	LM18-13
Perhexiline maleate	Erythromycin	NT5002	R1	0.0043119220596514116	LM18-13
Ambroxol hydrochloride	Erythromycin	NT5002	R1	0.014701125679560736	LM18-13
Carteolol hydrochloride	Erythromycin	NT5002	R1	0.01906826509028774	LM18-13
Ethionamide	Erythromycin	NT5002	R1	0.01861645258943803	LM18-13
Rimantadine Hydrochloride	Erythromycin	NT5002	R1	0.019451612710771005	LM18-13
Verteporfin	Erythromycin	NT5001	R1	0.028091440619319476	LM18-12
Thimerosal	Erythromycin	NT5002	R1	0.01791851470848458	LM18-13
Tinidazole	Erythromycin	NT5002	R1	0.008049021197873553	LM18-13
Sulpiride	Erythromycin	NT5002	R1	0.01887668438818843	LM18-13
Astemizole	Erythromycin	NT5002	R1	0.014947923157898037	LM18-13
Tiapride hydrochloride	Erythromycin	NT5002	R1	0.01533129721650938	LM18-13
Acemetacin	Erythromycin	NT5002	R1	0.017056082248149383	LM18-13
Clofazimine	Erythromycin	NT5002	R1	0.00889802232052549	LM18-13
Meclocycline sulfosalicylate	Erythromycin	NT5002	R1	0.007186562938140181	LM18-13
Norfloxacin	Erythromycin	NT5001	R1	0.030584251135772407	LM18-12
(S)-(-)-Atenolol	Erythromycin	NT5002	R1	0.020751079493941216	LM18-13
Demecarium bromide	Erythromycin	NT5002	R1	0.023380214833341358	LM18-13
Ethotoin	Erythromycin	NT5002	R1	0.020218147566845198	LM18-13
Guaifenesin	Erythromycin	NT5002	R1	0.019547402487030865	LM18-13
Minaprine dihydrochloride	Erythromycin	NT5002	R1	0.01034862988536723	LM18-13
Tamoxifen citrate	Erythromycin	NT5002	R1	0.017630903796424412	LM18-13
Griseofulvin	Erythromycin	NT5002	R1	0.015139690523335367	LM18-13
Clemastine fumarate	Erythromycin	NT5002	R1	0.018589100105836965	LM18-13
GBR 12909 dihydrochloride	Erythromycin	NT5002	R1	0.022038695266084835	LM18-13
Antimycin A	Erythromycin	NT5001	R1	0.026753952384932826	LM18-12
Efavirenz	Erythromycin	NT5002	R1	0.03890254419278657	LM18-13
Pregnenolone	Erythromycin	NT5002	R1	0.021647398235846667	LM18-13
Racecadotril	Erythromycin	NT5002	R1	0.017056162680023437	LM18-13
Chlorcyclizine hydrochloride	Erythromycin	NT5002	R1	0.02155969203958473	LM18-13
Methimazole	Erythromycin	NT5002	R1	0.020793050089933856	LM18-13
Dibucaine	Erythromycin	NT5002	R1	0.018110068078349046	LM18-13
Ivermectin	Erythromycin	NT5002	R1	0.02203877716680767	LM18-13
Dilazep dihydrochloride	Erythromycin	NT5002	R1	0.022805286127597517	LM18-13
Xylometazoline hydrochloride	Erythromycin	NT5001	R1	0.025496870719895637	LM18-12
Glibenclamide	Erythromycin	NT5002	R1	0.007110169439536262	LM18-13
Etoposide	Erythromycin	NT5002	R1	0.015427141273982007	LM18-13
Primaquine diphosphate	Erythromycin	NT5002	R1	0.017631037838979017	LM18-13
Mirtazapine	Erythromycin	NT5002	R1	0.016864421880402727	LM18-13
Penciclovir	Erythromycin	NT5002	R1	0.020218175058666764	LM18-13
Pramoxine hydrochloride	Erythromycin	NT5002	R1	0.025104972692428985	LM18-13
Lithocholic acid	Erythromycin	NT5002	R1	0.02165545668688284	LM18-13
Etomidate	Doxycycline	NT5001	R1	0.4195363813930326	LM18-14
Oxymetazoline hydrochloride	Erythromycin	NT5001	R1	0.03174797052077625	LM18-12
Azaguanine-8	Doxycycline	NT5001	R1	0.12444533001164133	LM18-14
Allantoin	Doxycycline	NT5001	R1	0.35231045717350323	LM18-14
Acetazolamide	Doxycycline	NT5001	R1	0.3776921288373661	LM18-14
Metformin hydrochloride	Doxycycline	NT5001	R1	0.3480025459429568	LM18-14
Atracurium besylate	Doxycycline	NT5001	R1	0.370189019922124	LM18-14
Amiloride hydrochloride dihydrate	Doxycycline	NT5001	R1	0.35510065183811634	LM18-14
Amprolium hydrochloride	Doxycycline	NT5001	R1	0.3868496654591474	LM18-14
Hydrochlorothiazide	Doxycycline	NT5001	R1	0.40863925598039724	LM18-14
Sulfaguanidine	Doxycycline	NT5001	R1	0.40197207373936095	LM18-14
Panthenol (D)	Erythromycin	NT5001	R1	0.02526339308589396	LM18-12
Nifenazone	Erythromycin	NT5001	R1	0.02712817317100745	LM18-12
Tridihexethyl chloride	Doxycycline	NT5001	R1	0.3692921749004154	LM18-14
Moricizine hydrochloride	Doxycycline	NT5001	R1	0.30538054072697945	LM18-14
Meticrane	Doxycycline	NT5001	R1	0.4713945699219354	LM18-14
Benzonatate	Doxycycline	NT5001	R1	0.46101867617405934	LM18-14
Hydroflumethiazide	Doxycycline	NT5001	R1	0.40993640503746115	LM18-14
Sulfacetamide sodic hydrate	Doxycycline	NT5001	R1	0.49390164409209625	LM18-14
Heptaminol hydrochloride	Doxycycline	NT5001	R1	0.5103416943064907	LM18-14
Levodopa	Doxycycline	NT5001	R1	0.45778499650317084	LM18-14
Idoxuridine	Doxycycline	NT5001	R1	0.49421772028861377	LM18-14
Captopril	Doxycycline	NT5001	R1	0.4713652496913739	LM18-14
Minoxidil	Doxycycline	NT5001	R1	0.46042855200419364	LM18-14
Iopanoic acid	Doxycycline	NT5001	R1	0.6644430158170526	LM18-14
Phensuximide	Doxycycline	NT5001	R1	0.48481327456832346	LM18-14
Sulfaphenazole	Doxycycline	NT5001	R1	0.47040592473370746	LM18-14
Panthenol (D)	Doxycycline	NT5001	R1	0.46479590621244765	LM18-14
Sulfadiazine	Doxycycline	NT5001	R1	0.4871586823665117	LM18-14
Norethynodrel	Doxycycline	NT5001	R1	0.5086137380447615	LM18-14
Thiamphenicol	Doxycycline	NT5001	R1	0.051658698435074035	LM18-14
Clemizole hydrochloride	Erythromycin	NT5001	R1	0.021622022239816373	LM18-12
Doxylamine succinate	Doxycycline	NT5001	R1	0.47326120525284704	LM18-14
Ethambutol dihydrochloride	Doxycycline	NT5001	R1	0.47740359516528524	LM18-14
Antipyrine	Doxycycline	NT5001	R1	0.48677655128335084	LM18-14
Antipyrine, 4-hydroxy	Doxycycline	NT5001	R1	0.46930708174639474	LM18-14
Ioxaglic acid	Doxycycline	NT5001	R1	0.46537388943956925	LM18-14
Imidurea	Doxycycline	NT5001	R1	0.45051009856744717	LM18-14
Chloramphenicol	Doxycycline	NT5001	R1	0.01083479833588537	LM18-14
Epirizole	Doxycycline	NT5001	R1	0.46931758712302113	LM18-14
Diprophylline	Doxycycline	NT5001	R1	0.46740117011596055	LM18-14
Triamterene	Doxycycline	NT5001	R1	0.4728281394075991	LM18-14
Tropicamide	Erythromycin	NT5001	R1	0.02145034525310012	LM18-12
Dapsone	Doxycycline	NT5001	R1	0.4979815615111091	LM18-14
Pyrimethamine	Doxycycline	NT5001	R1	0.2977390297888583	LM18-14
Hexamethonium dibromide dihydrate	Doxycycline	NT5001	R1	0.4812710501148744	LM18-14
Diflunisal	Doxycycline	NT5001	R1	0.6942200883428945	LM18-14
Niclosamide	Doxycycline	NT5001	R1	0.006350218972860708	LM18-14
Lansoprazole	Doxycycline	NT5001	R1	0.542610005344629	LM18-14
(S)-propranolol hydrochloride	Doxycycline	NT5001	R1	0.4229379755194781	LM18-14
Procaine hydrochloride	Doxycycline	NT5001	R1	0.43236118107140287	LM18-14
Moxisylyte hydrochoride	Doxycycline	NT5001	R1	0.44546188411293397	LM18-14
Nefopam hydrochloride	Erythromycin	NT5001	R1	0.027282764297096473	LM18-12
Betazole hydrochloride	Doxycycline	NT5001	R1	0.42400377249692556	LM18-14
Isoxicam	Doxycycline	NT5001	R1	0.48229977521601464	LM18-14
Naproxen	Doxycycline	NT5001	R1	0.4675739729826183	LM18-14
Ticlopidine hydrochloride	Doxycycline	NT5001	R1	0.4482680134106481	LM18-14
Dicyclomine hydrochloride	Doxycycline	NT5001	R1	0.44336767931545756	LM18-14
Amyleine hydrochloride	Doxycycline	NT5001	R1	0.48237230902704087	LM18-14
Lidocaine hydrochloride	Doxycycline	NT5001	R1	0.49417075122962123	LM18-14
(-)-Eseroline fumarate salt	Doxycycline	NT5001	R1	0.45810046719915587	LM18-14
